Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2012-04-20;66845.0;9.2;12.5
2012-04-21;59481.0;9.7;12.7
2012-05-13;47643.0;12.7;15.4
2012-05-18;53915.0;14.2;16.0
2012-05-22;59811.0;14.3;16.5
2012-05-25;55239.0;21.7;16.8
2012-05-26;48105.0;19.9;16.9
2012-05-28;46188.0;18.8;17.1
2012-06-02;48421.0;20.7;17.6
2012-06-07;55693.0;18.3;18.1
2012-06-25;55126.0;18.7;19.8
2012-06-29;56051.0;20.9;20.1
2012-07-02;54565.0;17.5;20.3
2012-07-03;55714.0;19.6;20.4
2012-07-05;56226.0;18.6;20.5
2012-07-09;55121.0;19.3;20.7
2012-07-11;55911.0;17.7;20.9
2012-07-22;46121.0;18.7;21.2
2012-07-30;51622.0;18.0;21.2
2012-08-05;43141.0;18.8;21.0
2012-08-18;46716.0;26.3;20.2
2012-08-19;45691.0;26.2;20.1
2012-08-31;53322.0;15.2;18.9
2012-09-04;55023.0;19.1;18.4
2012-09-12;55687.0;15.4;17.4
2012-09-19;54767.0;14.1;16.5
2012-09-20;55068.0;13.4;16.4
2012-09-22;49287.0;15.8;16.1
2012-09-25;56426.0;14.9;15.7
2012-10-01;56501.0;13.7;15.0
2012-10-05;56134.0;16.8;14.4
2012-10-16;63135.0;11.2;13.0
2012-10-24;61122.0;13.2;11.9
2012-10-31;69097.0;7.7;10.9
2012-11-06;72605.0;7.6;10.0
2012-11-19;72041.0;8.8;8.1
2012-11-26;72184.0;10.3;7.2
2012-12-02;72479.0;3.6;6.4
2012-12-08;76908.0;3.5;5.8
2012-12-22;66352.0;8.8;4.8
2012-12-30;62362.0;8.1;4.6
2021-01-02;74934.0;1.5;4.6
2021-01-04;85625.0;1.8;4.6
2021-01-05;86311.0;1.9;4.6
2021-01-16;78993.0;1.6;4.9
2021-01-20;76855.0;8.8;5.0
2021-02-01;71603.0;9.5;5.6
2021-02-04;69665.0;8.7;5.8
2021-02-05;68397.0;9.3;5.8
2021-02-08;80506.0;2.7;6.0
2021-02-09;82953.0;2.1;6.0
2021-02-11;85975.0;0.5;6.1
2021-02-12;86676.0;0.6;6.2
2021-02-13;81303.0;-0.4;6.2
2021-02-23;63430.0;12.5;6.8
2021-02-26;63859.0;8.8;7.0
2021-02-28;60467.0;7.2;7.2
2021-03-01;68907.0;8.5;7.2
2021-03-08;71957.0;5.6;7.8
2021-03-14;62407.0;7.6;8.2
2021-03-23;70438.0;7.5;9.1
2021-03-31;55155.0;15.8;10.0
2021-04-02;53603.0;12.3;10.2
2021-04-05;54510.0;8.0;10.6
2021-04-06;66198.0;5.1;10.7
2021-04-09;64709.0;10.0;11.1
2021-04-16;66098.0;6.9;12.0
2021-04-19;61450.0;10.3;12.4
2021-04-21;57074.0;12.2;12.7
2021-04-22;56105.0;12.4;12.8
2021-04-29;57127.0;10.8;13.7
2021-05-03;58667.0;11.0;14.2
2021-05-06;60088.0;10.8;14.6
2021-05-11;54365.0;12.3;15.2
2014-01-01;63422.0;8.2;4.6
2021-05-12;54379.0;12.0;15.3
2014-01-05;65837.0;7.2;4.6
2021-05-13;49320.0;12.2;15.4
2014-01-13;76294.0;7.7;4.8
2021-06-11;53324.0;21.5;18.5
2014-01-14;78518.0;5.7;4.8
2021-06-18;54241.0;21.9;19.1
2014-01-20;79364.0;5.4;5.0
2021-06-23;53755.0;16.8;19.6
2014-01-22;81624.0;4.3;5.1
2021-06-24;52709.0;17.1;19.7
2014-01-25;69699.0;6.2;5.2
2021-06-25;51945.0;17.6;19.8
2014-01-29;82361.0;4.6;5.4
2021-06-28;52921.0;18.4;20.0
2014-01-31;80546.0;4.6;5.5
2021-06-29;53071.0;17.4;20.1
2014-02-08;70171.0;7.1;6.0
2021-07-02;53331.0;20.7;20.3
2014-02-10;77027.0;6.6;6.1
2021-07-03;47787.0;20.2;20.4
2014-02-12;79464.0;6.6;6.2
2021-07-06;53795.0;18.8;20.6
2014-02-20;72674.0;9.5;6.7
2021-07-14;47260.0;17.6;21.0
2014-02-28;75260.0;6.2;7.2
2021-07-21;54996.0;23.8;21.2
2014-03-06;72208.0;8.0;7.6
2021-07-24;47604.0;21.1;21.2
2014-03-11;65743.0;10.1;8.0
2021-07-25;45092.0;20.4;21.2
2014-03-17;62728.0;10.4;8.5
2021-07-26;52516.0;20.5;21.2
2014-03-26;68910.0;7.1;9.4
2021-07-27;53527.0;19.4;21.2
2014-03-28;67867.0;9.3;9.7
2021-08-04;49349.0;17.3;21.1
2014-03-31;60304.0;13.1;10.0
2021-08-06;47841.0;19.3;21.0
2014-04-01;60014.0;13.7;10.1
2021-08-07;44167.0;17.8;20.9
2014-04-03;59805.0;14.0;10.3
2021-08-23;50963.0;19.1;19.8
2014-04-12;50624.0;13.0;11.5
2021-08-25;51211.0;19.3;19.5
2014-04-14;56975.0;12.6;11.7
2021-08-29;44551.0;17.2;19.1
2014-04-23;57711.0;13.8;12.9
2021-08-31;53368.0;18.6;18.9
2014-04-24;57190.0;14.2;13.1
2021-09-06;53913.0;22.7;18.2
2014-04-25;58041.0;13.1;13.2
2021-09-10;53368.0;19.6;17.7
2014-04-26;51913.0;11.8;13.3
2021-09-11;47250.0;18.7;17.5
2014-04-27;50986.0;11.2;13.4
2021-09-20;52641.0;15.8;16.4
2014-04-29;59165.0;11.9;13.7
2021-09-22;53091.0;15.6;16.1
2014-05-01;48932.0;12.8;14.0
2021-09-26;45178.0;18.2;15.6
2014-05-06;55495.0;15.2;14.6
2021-09-29;53670.0;15.0;15.2
2014-05-07;56445.0;14.4;14.7
2021-10-16;52495.0;11.4;13.0
2014-05-20;54726.0;16.4;16.2
2021-10-18;58930.0;13.2;12.7
2014-05-21;56146.0;16.3;16.3
2021-10-19;56567.0;16.6;12.6
2014-05-23;54832.0;13.8;16.6
2021-10-26;60284.0;12.3;11.6
2014-05-26;55437.0;14.0;16.9
2021-11-08;69185.0;8.7;9.7
2014-05-30;50767.0;15.9;17.3
2021-11-13;59252.0;10.5;8.9
2014-06-02;53677.0;16.3;17.6
2021-11-22;76055.0;6.5;7.7
2014-06-06;54435.0;20.1;18.0
2021-11-24;77091.0;5.4;7.4
2014-06-09;46416.0;22.3;18.3
2021-11-25;77624.0;5.2;7.3
2014-06-11;55197.0;21.1;18.5
2021-11-28;73607.0;3.9;6.9
2014-06-16;53312.0;17.6;19.0
2021-12-01;77736.0;7.7;6.5
2014-06-19;54260.0;18.6;19.2
2021-12-04;69353.0;8.1;6.2
2014-06-24;55220.0;20.6;19.7
2021-12-07;79308.0;6.2;5.9
2014-06-27;55146.0;19.4;19.9
2021-12-08;81038.0;5.2;5.8
2014-07-06;45365.0;19.1;20.6
2021-12-15;78409.0;5.8;5.2
2014-07-08;54622.0;16.5;20.7
2021-12-17;77627.0;5.6;5.1
2014-07-10;56039.0;16.1;20.8
2021-12-21;82950.0;1.8;4.9
2014-07-23;55370.0;22.5;21.2
2021-12-24;67783.0;8.8;4.8
2014-07-24;56032.0;23.2;21.2
2020-01-03;69650.0;8.3;4.6
2014-07-30;52978.0;20.0;21.2
2020-01-12;67520.0;5.8;4.7
2014-08-03;43171.0;19.6;21.1
2020-01-21;83103.0;3.4;5.1
2014-08-07;49708.0;21.0;20.9
2020-01-25;72367.0;5.1;5.2
2014-08-09;44304.0;19.9;20.8
2020-01-31;68285.0;11.6;5.5
2014-08-10;42621.0;20.9;20.8
2020-02-04;73541.0;8.2;5.8
2014-08-11;47638.0;18.6;20.7
2020-02-06;77773.0;4.8;5.9
2014-08-15;43025.0;16.4;20.4
2020-02-08;65235.0;8.2;6.0
2014-08-16;43141.0;17.1;20.4
2020-02-12;74019.0;6.9;6.2
2014-08-17;42310.0;17.0;20.3
2020-02-14;71090.0;9.5;6.3
2014-09-04;54603.0;18.7;18.4
2020-02-16;58650.0;12.4;6.4
2014-09-07;45196.0;20.6;18.0
2020-02-20;70689.0;8.4;6.7
2014-09-09;55128.0;19.7;17.8
2020-02-21;72366.0;7.2;6.7
2014-09-16;54826.0;19.8;16.9
2020-02-25;70173.0;8.7;7.0
2014-09-23;54374.0;14.1;16.0
2020-02-28;74210.0;7.2;7.2
2014-09-25;54872.0;14.3;15.7
2020-03-06;72765.0;6.9;7.6
2014-09-26;54290.0;14.9;15.6
2020-03-08;63009.0;8.9;7.8
2014-10-03;54382.0;17.1;14.7
2020-03-10;69258.0;10.4;7.9
2014-10-09;56507.0;17.0;13.9
2020-03-31;59202.0;7.1;10.0
2014-10-18;48993.0;18.1;12.7
2020-04-11;43068.0;16.2;11.3
2014-10-21;58414.0;15.0;12.3
2020-04-16;48744.0;15.8;12.0
2014-10-29;61624.0;12.7;11.1
2020-04-27;47277.0;15.0;13.4
2014-11-01;51022.0;14.3;10.7
2020-04-30;50644.0;12.2;13.8
2014-11-10;63620.0;9.3;9.4
2020-05-03;44617.0;15.3;14.2
2014-11-12;68331.0;10.9;9.1
2020-05-14;53123.0;11.9;15.6
2014-11-18;71409.0;8.9;8.2
2020-05-18;49193.0;16.8;16.0
2014-11-22;59247.0;11.9;7.7
2020-05-22;46092.0;20.1;16.4
2014-11-23;56385.0;12.8;7.5
2020-05-29;49062.0;19.2;17.2
2014-11-26;69016.0;11.2;7.2
2020-06-05;50862.0;14.7;17.9
2014-12-06;71035.0;5.1;6.0
2020-06-07;43407.0;14.6;18.1
2014-12-11;77793.0;8.0;5.5
2020-06-08;50681.0;14.9;18.2
2014-12-13;68721.0;7.3;5.4
2020-06-09;52178.0;14.5;18.3
2014-12-16;75766.0;7.8;5.2
2020-06-10;52401.0;14.8;18.4
2014-12-21;64583.0;7.3;4.9
2020-06-11;52175.0;15.7;18.5
2014-12-28;75093.0;1.4;4.7
2020-06-14;43690.0;17.2;18.8
2014-12-30;80726.0;1.6;4.6
2020-06-15;51323.0;17.5;18.9
2014-12-31;77359.0;1.8;4.6
2020-06-18;52051.0;16.5;19.1
2018-01-05;69585.0;9.7;4.6
2020-06-20;45969.0;18.8;19.3
2018-01-12;76941.0;5.3;4.7
2020-06-21;43392.0;18.8;19.4
2018-01-14;70831.0;4.8;4.8
2020-06-24;54132.0;24.7;19.7
2018-01-17;79761.0;6.9;4.9
2020-06-25;54522.0;25.0;19.8
2018-01-23;72796.0;9.7;5.2
2020-06-29;51855.0;19.1;20.1
2018-01-25;73905.0;8.9;5.2
2020-07-03;52321.0;18.3;20.4
2018-01-31;76669.0;7.8;5.5
2020-07-12;45322.0;20.2;20.9
2018-02-04;74916.0;3.3;5.8
2020-07-13;50019.0;21.2;20.9
2018-02-05;87200.0;1.7;5.8
2020-07-14;46229.0;20.0;21.0
2018-02-07;89026.0;0.9;5.9
2020-07-19;45357.0;22.4;21.1
2018-02-13;86954.0;1.7;6.2
2020-07-28;52914.0;21.8;21.2
2018-02-21;82005.0;3.5;6.7
2020-08-03;48860.0;19.1;21.1
2018-02-22;84227.0;2.0;6.8
2020-08-04;48850.0;19.1;21.1
2018-02-25;77367.0;1.5;7.0
2020-08-08;47007.0;27.0;20.9
2018-03-06;74484.0;7.4;7.6
2020-08-09;45387.0;27.3;20.8
2018-03-15;69145.0;9.7;8.3
2020-08-19;50621.0;22.2;20.1
2018-03-19;81886.0;2.5;8.7
2020-08-21;52276.0;24.1;19.9
2018-03-21;80974.0;4.1;8.9
2020-08-23;43435.0;19.8;19.8
2018-03-24;65424.0;7.9;9.2
2020-09-03;52450.0;19.6;18.5
2018-03-25;60604.0;9.2;9.3
2020-09-29;56702.0;14.7;15.2
2018-03-29;70836.0;8.3;9.8
2020-10-02;57714.0;12.8;14.8
2018-03-31;63121.0;7.1;10.0
2020-10-03;52999.0;11.5;14.7
2018-04-01;60670.0;8.3;10.1
2020-10-05;59456.0;12.5;14.4
2018-04-03;64600.0;12.3;10.3
2020-10-13;62209.0;10.2;13.4
2018-04-08;50805.0;13.8;11.0
2020-10-16;64442.0;9.8;13.0
2018-04-14;54006.0;12.3;11.7
2020-10-21;58256.0;16.8;12.3
2018-04-18;53891.0;17.8;12.3
2020-10-27;64470.0;10.8;11.4
2018-04-19;53264.0;18.9;12.4
2020-10-29;59393.0;13.4;11.1
2018-04-27;54610.0;13.2;13.4
2020-10-30;57896.0;13.6;11.0
2018-04-30;58609.0;9.2;13.8
2020-11-12;60791.0;11.5;9.1
2018-05-01;51408.0;9.4;14.0
2020-11-13;58566.0;12.4;8.9
2018-05-06;45848.0;18.9;14.6
2020-11-14;53478.0;13.1;8.8
2018-05-16;55966.0;14.9;15.8
2020-11-17;62957.0;10.4;8.4
2018-05-19;47310.0;15.1;16.1
2020-11-25;69401.0;8.0;7.3
2018-05-20;45477.0;16.0;16.2
2020-11-26;68810.0;8.2;7.2
2018-05-21;46899.0;17.4;16.3
2020-12-02;76215.0;5.6;6.4
2018-06-09;48102.0;20.4;18.3
2020-12-05;70855.0;3.9;6.1
2018-06-14;53617.0;16.9;18.8
2020-12-06;69921.0;4.4;6.0
2018-06-22;52974.0;17.6;19.5
2020-12-10;78300.0;4.9;5.6
2018-06-25;53656.0;20.1;19.8
2020-12-17;70358.0;9.1;5.1
2018-06-30;49970.0;24.6;20.1
2020-12-22;63092.0;12.3;4.8
2018-07-05;55794.0;20.8;20.5
2020-12-23;63063.0;11.5;4.8
2018-07-09;56234.0;23.2;20.7
2020-12-24;63476.0;7.8;4.8
2018-07-15;46897.0;23.7;21.0
2020-12-31;71824.0;4.2;4.6
2018-07-20;55538.0;21.1;21.2
2018-07-29;46385.0;22.5;21.2
2018-08-03;55585.0;27.0;21.1
2018-08-04;49586.0;26.7;21.1
2018-08-07;53671.0;25.9;20.9
2018-08-11;44627.0;20.1;20.7
2018-08-15;44193.0;20.9;20.4
2018-08-18;45204.0;20.0;20.2
2018-08-19;44480.0;21.7;20.1
2018-08-22;53695.0;23.5;19.9
2018-09-02;44468.0;18.2;18.6
2018-09-04;53765.0;19.3;18.4
2018-09-13;54516.0;18.7;17.3
2018-09-27;54645.0;17.0;15.5
2018-09-29;48616.0;14.9;15.2
2018-10-02;57289.0;12.5;14.8
2018-10-04;55343.0;15.4;14.6
2018-10-10;55475.0;16.8;13.8
2018-10-11;54699.0;17.9;13.6
2018-10-16;54786.0;16.6;13.0
2018-10-18;55438.0;15.7;12.7
2018-10-19;54919.0;14.6;12.6
2018-10-20;49387.0;13.6;12.4
2018-10-28;60707.0;6.3;11.3
2018-10-29;74084.0;5.4;11.1
2018-11-07;67575.0;11.1;9.8
2018-11-11;55732.0;12.8;9.2
2018-11-21;79444.0;3.7;7.8
2018-11-29;71543.0;10.3;6.8
2018-11-30;69678.0;9.2;6.7
2018-12-08;63399.0;9.4;5.8
2018-12-24;60397.0;9.8;4.8
2018-12-30;67325.0;6.0;4.6
2017-01-02;83786.0;2.3;4.6
2017-01-09;83600.0;5.0;4.7
2017-01-11;80916.0;6.6;4.7
2017-01-12;80663.0;6.9;4.7
2017-01-18;94192.0;-1.7;4.9
2017-01-21;85743.0;-0.2;5.1
2017-01-23;89910.0;0.7;5.2
2017-01-28;72836.0;6.8;5.4
2017-01-30;77796.0;8.5;5.5
2017-02-01;73581.0;9.6;5.6
2017-02-06;78536.0;6.3;5.9
2017-02-09;81876.0;3.9;6.0
2017-02-12;70650.0;5.9;6.2
2017-02-16;70481.0;9.1;6.4
2017-02-21;69744.0;10.3;6.7
2017-02-22;69825.0;10.2;6.8
2017-02-24;70471.0;7.2;6.9
2017-02-25;65226.0;5.9;7.0
2017-02-27;72670.0;9.3;7.1
2017-03-13;64768.0;10.6;8.2
2017-03-21;65754.0;9.7;8.9
2017-03-22;67144.0;8.0;9.0
2017-03-28;60921.0;12.5;9.7
2017-04-04;58522.0;12.5;10.5
2017-04-06;60635.0;10.6;10.7
2017-04-18;59770.0;9.3;12.3
2017-04-25;59748.0;9.6;13.2
2017-04-28;65544.0;8.4;13.6
2017-04-30;52459.0;11.5;13.8
2017-05-03;61025.0;10.8;14.2
2017-05-06;53347.0;13.0;14.6
2017-05-09;58031.0;12.5;14.9
2017-06-03;47687.0;17.7;17.7
2017-06-06;53409.0;15.4;18.0
2017-06-15;56804.0;22.6;18.9
2017-06-24;49357.0;21.4;19.7
2017-06-25;47529.0;21.7;19.8
2017-06-27;56208.0;21.1;19.9
2017-07-06;56837.0;24.7;20.6
2017-07-07;57603.0;25.4;20.6
2017-07-14;47380.0;20.1;21.0
2017-07-20;55616.0;20.5;21.2
2017-07-24;53517.0;18.1;21.2
2017-07-27;53984.0;20.1;21.2
2017-08-01;52432.0;21.6;21.2
2017-08-02;53008.0;23.0;21.1
2017-08-15;43783.0;21.4;20.4
2017-08-21;51110.0;20.3;19.9
2017-09-05;54498.0;19.8;18.3
2017-09-07;54204.0;16.8;18.0
2017-09-09;48149.0;14.9;17.8
2017-09-15;55136.0;12.6;17.0
2017-09-17;48195.0;12.2;16.8
2017-09-30;49444.0;15.2;15.1
2017-10-09;57158.0;14.2;13.9
2017-10-10;56921.0;14.5;13.8
2017-10-13;55343.0;15.9;13.4
2017-10-22;51452.0;11.7;12.1
2017-10-24;59012.0;14.6;11.9
2017-11-10;69526.0;9.1;9.4
2017-11-14;75664.0;5.6;8.8
2017-11-28;79036.0;5.8;6.9
2017-12-03;77598.0;1.4;6.3
2017-12-04;82437.0;4.9;6.2
2017-12-08;81016.0;5.3;5.8
2017-12-09;76277.0;2.7;5.7
2017-12-16;74700.0;4.3;5.2
2017-12-17;74498.0;4.2;5.1
2016-01-03;65505.0;7.2;4.6
2016-01-24;66881.0;7.6;5.2
2016-02-01;71271.0;11.8;5.6
2016-02-06;63864.0;9.9;5.9
2016-02-14;67454.0;6.9;6.3
2016-02-15;80576.0;4.3;6.4
2016-02-18;81523.0;3.2;6.5
2016-02-26;76140.0;4.3;7.0
2016-02-27;70505.0;5.0;7.1
2016-02-29;79255.0;4.7;7.2
2016-03-03;77461.0;6.5;7.4
2016-03-14;72408.0;6.8;8.2
2016-03-27;58095.0;9.5;9.5
2016-03-31;65802.0;9.5;10.0
2016-04-01;69652.0;8.1;10.1
2016-04-08;66205.0;8.4;11.0
2016-04-09;58280.0;8.6;11.1
2016-04-10;55803.0;10.9;11.2
2016-04-16;52739.0;12.1;12.0
2016-04-19;62229.0;11.0;12.4
2016-04-20;59157.0;13.4;12.5
2016-04-28;65448.0;8.3;13.6
2016-05-05;49636.0;14.9;14.5
2016-05-11;55596.0;14.7;15.2
2016-05-21;48014.0;17.9;16.3
2016-05-23;56233.0;12.3;16.6
2016-05-28;47254.0;17.9;17.1
2016-05-29;44446.0;15.9;17.2
2016-06-04;49216.0;15.7;17.8
2016-06-22;55675.0;22.9;19.5
2016-06-24;54845.0;21.3;19.7
2016-06-30;55188.0;19.6;20.1
2016-07-05;55490.0;19.8;20.5
2016-07-06;55550.0;19.8;20.6
2016-07-11;55396.0;20.7;20.9
2016-07-12;55089.0;18.2;20.9
2016-07-15;50226.0;17.4;21.0
2016-08-09;48813.0;18.5;20.8
2016-08-11;48352.0;17.2;20.7
2016-08-14;43757.0;22.5;20.5
2016-08-20;45857.0;19.0;20.0
2016-09-01;55684.0;21.4;18.8
2016-09-04;46126.0;21.1;18.4
2016-09-08;55308.0;20.6;17.9
2016-09-18;45255.0;15.8;16.6
2016-09-19;53509.0;16.7;16.5
2016-09-23;53546.0;17.1;16.0
2016-09-29;53948.0;17.6;15.2
2016-10-04;55338.0;14.2;14.6
2016-10-05;56035.0;13.8;14.4
2016-10-06;57294.0;11.3;14.3
2016-10-10;61410.0;9.4;13.8
2016-10-11;62899.0;9.5;13.6
2016-10-20;63285.0;10.7;12.4
2016-10-27;62934.0;11.4;11.4
2016-10-28;63186.0;10.8;11.3
2016-11-19;64756.0;8.0;8.1
2016-11-26;63670.0;8.3;7.2
2016-12-15;77813.0;5.7;5.2
2016-12-22;75139.0;6.4;4.8
2016-12-27;71788.0;4.8;4.7
2016-12-30;79901.0;0.2;4.6
2015-01-01;73508.0;1.5;4.6
2015-01-04;67712.0;7.6;4.6
2015-01-11;66525.0;7.4;4.7
2015-01-14;77270.0;7.7;4.8
2015-01-15;76668.0;8.7;4.8
2015-01-24;78050.0;2.8;5.2
2015-01-29;82773.0;5.8;5.4
2015-02-01;76377.0;3.2;5.6
2015-02-13;79647.0;6.8;6.2
2015-02-15;68595.0;6.0;6.4
2015-02-16;78917.0;5.2;6.4
2015-03-01;63795.0;9.6;7.2
2015-03-15;65181.0;6.2;8.3
2015-03-19;69477.0;8.7;8.7
2015-03-29;58064.0;11.6;9.8
2015-03-30;65118.0;12.1;9.9
2015-04-16;55022.0;15.9;12.0
2015-04-28;58115.0;10.0;13.6
2015-05-03;48358.0;16.1;14.2
2015-05-04;55380.0;16.7;14.3
2015-05-06;55889.0;13.8;14.6
2015-05-14;47720.0;14.9;15.6
2015-05-15;52093.0;12.1;15.7
2015-05-20;57089.0;11.1;16.2
2015-05-25;47135.0;15.8;16.8
2015-05-28;54969.0;15.9;17.1
2015-06-07;46011.0;19.0;18.1
2015-06-22;54531.0;18.0;19.5
2015-06-29;56014.0;22.7;20.1
2015-07-22;57464.0;22.8;21.2
2015-07-23;56205.0;21.6;21.2
2015-07-25;47628.0;19.5;21.2
2015-08-09;42961.0;20.5;20.8
2015-08-10;47893.0;21.2;20.8
2015-08-13;50273.0;22.7;20.6
2015-08-23;43328.0;19.3;19.8
2015-08-30;46142.0;24.5;19.0
2015-09-02;53768.0;16.8;18.6
2015-09-24;55812.0;14.0;15.9
2015-09-29;55611.0;13.9;15.2
2015-10-11;50560.0;12.6;13.6
2015-10-12;59106.0;11.7;13.5
2015-10-15;67999.0;6.9;13.1
2015-10-25;53020.0;12.2;11.7
2015-11-06;60245.0;15.4;10.0
2015-11-11;56212.0;11.6;9.2
2015-11-13;63678.0;11.6;8.9
2015-11-21;65623.0;6.8;7.8
2015-11-23;78765.0;3.1;7.5
2015-11-28;69238.0;6.4;6.9
2015-11-29;64615.0;9.6;6.8
2015-11-30;72658.0;10.5;6.7
2015-12-09;73716.0;7.6;5.7
2015-12-14;75605.0;6.6;5.3
2015-12-31;62750.0;8.7;4.6
2019-01-03;80624.0;3.1;4.6
2019-01-06;74937.0;4.2;4.6
2019-01-09;83699.0;4.6;4.7
2019-01-12;74259.0;5.8;4.7
2019-01-20;74412.0;3.6;5.0
2019-01-21;86725.0;1.5;5.1
2019-01-28;83473.0;4.4;5.4
2019-02-03;76297.0;3.3;5.7
2019-02-04;86489.0;2.6;5.8
2019-02-05;82600.0;4.9;5.8
2019-02-15;77401.0;7.7;6.4
2019-02-16;66562.0;7.9;6.4
2019-02-17;61555.0;9.1;6.5
2019-02-21;73224.0;8.3;6.7
2019-02-22;71805.0;9.9;6.8
2019-02-25;69692.0;9.4;7.0
2019-02-28;66380.0;10.7;7.2
2019-03-03;58070.0;11.4;7.4
2019-03-05;68689.0;9.2;7.5
2019-03-06;68834.0;10.6;7.6
2019-03-09;60343.0;11.1;7.8
2019-03-12;71005.0;7.5;8.1
2019-03-13;72024.0;7.7;8.2
2019-03-18;70680.0;7.2;8.6
2019-03-19;70111.0;7.5;8.7
2019-03-21;68011.0;9.5;8.9
2019-03-23;55736.0;10.8;9.1
2019-03-24;55137.0;10.5;9.2
2019-03-25;64478.0;8.9;9.3
2019-03-26;65822.0;8.4;9.4
2019-04-01;59636.0;12.8;10.1
2019-04-08;64413.0;10.5;11.0
2019-04-09;64211.0;10.5;11.1
2019-04-21;46324.0;16.0;12.7
2019-04-22;46512.0;16.7;12.8
2019-04-26;57403.0;11.1;13.3
2019-04-30;57979.0;12.2;13.8
2019-05-05;54910.0;7.5;14.5
2019-05-08;53313.0;12.2;14.8
2019-05-09;58681.0;12.5;14.9
2019-05-17;55573.0;13.2;15.9
2019-05-20;56394.0;13.9;16.2
2019-05-21;54912.0;15.0;16.3
2019-05-27;53092.0;16.3;17.0
2019-06-02;44815.0;22.4;17.6
2019-06-10;47321.0;15.0;18.4
2019-06-12;55016.0;14.1;18.6
2019-06-23;46075.0;22.3;19.6
2019-06-24;55134.0;23.5;19.7
2019-06-25;57089.0;24.7;19.8
2019-06-27;58878.0;27.5;19.9
2019-07-04;56364.0;23.1;20.4
2019-07-05;57268.0;24.8;20.5
2019-07-10;54945.0;21.8;20.8
2019-07-13;48651.0;21.7;20.9
2019-07-16;54598.0;20.9;21.1
2019-07-20;48864.0;22.7;21.2
2019-07-21;47243.0;22.7;21.2
2019-07-26;56150.0;24.0;21.2
2019-07-28;43530.0;19.2;21.2
2019-08-02;51269.0;21.9;21.1
2019-08-11;42511.0;19.0;20.7
2019-08-18;42745.0;20.8;20.2
2019-08-21;50041.0;18.6;19.9
2019-08-30;54784.0;22.1;19.0
2019-09-14;47679.0;20.4;17.2
2019-09-16;53409.0;20.8;16.9
2019-09-17;53623.0;19.8;16.8
2019-09-23;51898.0;16.7;16.0
2019-10-12;49684.0;16.6;13.5
2019-10-13;47336.0;18.6;13.4
2019-10-24;58642.0;14.1;11.9
2019-10-25;57513.0;14.0;11.7
2019-11-20;79624.0;4.3;8.0
2019-11-23;64493.0;9.9;7.5
2019-11-30;65293.0;6.8;6.7
2019-12-02;77983.0;4.8;6.4
2019-12-03;80161.0;3.3;6.3
2019-12-13;73677.0;8.4;5.4
2019-12-15;63281.0;10.0;5.2
2019-12-18;68472.0;10.0;5.0
2019-12-20;64991.0;10.8;4.9
2019-12-22;61181.0;9.4;4.8
2021-01-07;87240.0;1.4;4.6
2021-01-08;87195.0;0.9;4.7
2021-01-09;81065.0;0.5;4.7
2021-01-11;88759.0;1.0;4.7
2021-01-21;74753.0;9.2;5.1
2021-01-25;81575.0;3.7;5.2
2021-01-27;80471.0;6.2;5.3
2021-02-19;69686.0;9.9;6.6
2021-02-24;62003.0;12.7;6.9
2021-03-03;66543.0;10.1;7.4
2021-03-04;66027.0;9.1;7.5
2021-03-12;67102.0;8.8;8.1
2021-04-10;56699.0;10.6;11.2
2021-04-12;66463.0;6.6;11.5
2021-04-18;54261.0;8.9;12.3
2021-04-28;56060.0;12.1;13.6
2021-05-08;48969.0;15.8;14.8
2021-05-09;45021.0;18.2;14.9
2021-05-15;50686.0;12.3;15.7
2021-05-17;56259.0;13.0;15.9
2021-05-18;55968.0;12.4;16.0
2021-05-24;50572.0;12.0;16.7
2021-05-29;46297.0;18.0;17.2
2021-06-15;54971.0;23.5;18.9
2021-06-16;56280.0;24.4;19.0
2021-06-19;48321.0;21.1;19.2
2021-06-27;45283.0;19.3;19.9
2021-06-30;53199.0;17.2;20.1
2021-07-01;53043.0;19.0;20.2
2021-07-10;47457.0;18.3;20.8
2021-07-16;52516.0;18.9;21.1
2021-07-18;45305.0;23.1;21.1
2021-07-23;55113.0;23.4;21.2
2021-07-28;52449.0;19.5;21.2
2021-08-02;48703.0;18.2;21.1
2021-08-03;49482.0;17.3;21.1
2021-08-12;49962.0;22.9;20.7
2021-08-13;50275.0;23.1;20.6
2021-08-17;48958.0;17.7;20.3
2021-08-20;49460.0;20.1;20.0
2021-08-22;43967.0;19.9;19.9
2021-09-14;53928.0;20.9;17.2
2021-09-21;52640.0;15.6;16.3
2021-09-24;52649.0;17.0;15.9
2021-09-27;52928.0;16.8;15.5
2021-09-28;53082.0;15.0;15.3
2021-10-02;49213.0;16.3;14.8
2021-10-04;54366.0;13.5;14.6
2021-10-08;55943.0;13.3;14.0
2021-10-25;60407.0;11.7;11.7
2021-10-31;49759.0;13.7;10.8
2021-11-07;60475.0;8.8;9.8
2021-11-11;62811.0;7.6;9.2
2021-11-18;70985.0;8.1;8.2
2021-11-19;70386.0;7.6;8.1
2021-12-03;81090.0;4.5;6.3
2021-12-13;76746.0;6.7;5.4
2021-12-18;70470.0;4.8;5.0
2021-12-25;58672.0;8.9;4.7
2021-12-27;65701.0;9.7;4.7
2021-12-31;58698.0;10.4;4.6
