Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2015-03-22;63627.0;7.3;9.0
2020-12-29;72955.0;4.8;4.6
2015-03-28;60427.0;10.7;9.7
2015-01-05;82153.0;3.1;4.6
2015-03-31;65292.0;12.3;10.0
2015-01-07;82125.0;4.3;4.6
2015-04-05;58984.0;7.4;10.6
2015-01-08;78908.0;7.8;4.7
2015-04-07;67264.0;9.6;10.8
2015-01-16;75846.0;6.9;4.9
2015-04-08;66543.0;10.7;11.0
2015-01-20;86336.0;1.9;5.0
2015-04-10;59868.0;13.4;11.2
2015-01-22;86727.0;2.0;5.1
2015-04-11;53296.0;12.2;11.3
2015-01-27;82485.0;5.3;5.3
2015-04-12;50409.0;12.9;11.5
2015-02-04;90151.0;1.3;5.8
2015-04-22;55002.0;15.1;12.8
2015-02-12;81906.0;3.9;6.2
2015-04-24;54627.0;14.5;13.1
2015-02-14;70330.0;6.9;6.3
2015-05-07;55836.0;13.5;14.7
2015-02-24;78777.0;5.7;6.9
2015-05-08;48492.0;14.8;14.8
2015-03-02;73244.0;9.5;7.3
2015-05-16;49323.0;13.7;15.8
2015-03-07;64776.0;7.8;7.7
2015-05-21;56746.0;12.2;16.3
2015-03-09;68362.0;9.1;7.8
2015-05-29;54607.0;15.5;17.2
2015-03-24;72155.0;7.7;9.2
2015-06-01;54431.0;15.3;17.5
2015-03-25;72548.0;6.2;9.3
2015-06-02;55496.0;18.2;17.6
2015-03-26;72737.0;6.9;9.4
2015-06-03;55653.0;18.6;17.7
2015-03-27;69462.0;8.9;9.5
2015-06-08;54104.0;18.4;18.2
2015-04-01;67682.0;9.0;10.1
2015-06-09;54803.0;16.9;18.3
2015-04-14;55199.0;16.7;11.7
2015-06-10;54729.0;17.7;18.4
2015-04-19;48861.0;11.6;12.4
2015-06-13;47794.0;18.9;18.7
2015-04-20;55982.0;13.4;12.5
2015-06-17;54398.0;18.1;19.1
2015-04-25;49386.0;14.6;13.2
2015-06-19;53916.0;17.8;19.2
2015-04-27;57152.0;11.9;13.4
2015-06-20;47548.0;18.0;19.3
2015-05-02;51489.0;13.7;14.1
2015-06-25;55566.0;20.9;19.8
2015-05-09;47741.0;16.2;14.9
2015-06-27;48755.0;20.9;19.9
2015-05-10;45322.0;17.2;15.1
2015-07-03;58565.0;26.2;20.4
2015-05-11;53658.0;19.0;15.2
2015-07-09;55886.0;19.4;20.7
2015-05-12;54332.0;17.7;15.3
2015-07-17;57703.0;24.2;21.1
2015-05-17;46063.0;15.0;15.9
2015-07-18;49914.0;23.0;21.1
2015-05-24;45498.0;16.4;16.7
2015-07-19;47599.0;22.4;21.1
2015-05-26;54934.0;14.9;16.9
2015-07-26;45738.0;17.5;21.2
2015-05-27;54870.0;15.6;17.0
2015-07-30;52358.0;17.1;21.2
2015-06-04;55901.0;21.1;17.8
2015-07-31;51266.0;17.7;21.2
2015-06-06;48424.0;19.4;18.0
2015-08-12;50468.0;25.2;20.7
2015-06-11;55833.0;21.4;18.5
2015-08-20;50014.0;19.8;20.0
2015-06-14;45110.0;18.1;18.8
2015-08-26;53645.0;20.9;19.4
2015-06-15;53887.0;17.6;18.9
2015-09-01;54914.0;18.7;18.8
2015-06-23;54934.0;16.9;19.6
2015-09-04;53506.0;15.3;18.4
2015-06-24;54807.0;18.4;19.7
2015-09-07;53474.0;15.0;18.0
2015-06-30;57801.0;25.7;20.1
2015-09-08;54119.0;15.9;17.9
2015-07-01;59033.0;26.8;20.2
2015-09-14;53653.0;15.9;17.2
2015-07-02;58790.0;24.7;20.3
2015-09-16;56850.0;18.4;16.9
2015-07-04;51242.0;26.3;20.4
2015-09-20;45667.0;14.6;16.4
2015-07-11;49529.0;22.3;20.9
2015-09-21;53909.0;14.4;16.3
2015-07-13;51782.0;21.8;20.9
2015-09-26;48648.0;14.2;15.6
2015-07-24;56158.0;21.9;21.2
2015-09-27;46621.0;14.5;15.5
2015-07-29;53617.0;17.7;21.2
2015-09-28;54639.0;14.5;15.3
2015-08-04;50130.0;21.2;21.1
2015-10-02;56805.0;12.7;14.8
2015-08-16;42075.0;17.1;20.4
2015-10-04;49734.0;12.9;14.6
2015-08-24;51890.0;17.6;19.6
2015-10-06;56362.0;17.0;14.3
2015-08-27;54921.0;19.1;19.3
2015-10-07;57100.0;14.3;14.2
2015-08-28;54051.0;20.2;19.2
2015-10-14;66122.0;7.8;13.2
2015-08-29;48389.0;22.8;19.1
2015-10-18;56240.0;10.2;12.7
2015-08-31;55655.0;22.6;18.9
2015-10-24;55320.0;12.4;11.9
2015-09-13;45556.0;16.4;17.3
2015-10-27;62720.0;14.1;11.4
2015-09-17;56186.0;16.4;16.8
2015-10-28;63516.0;12.3;11.3
2015-09-19;48613.0;15.3;16.5
2015-10-31;53595.0;12.6;10.8
2015-09-22;55667.0;14.1;16.1
2015-11-12;64397.0;11.4;9.1
2015-10-08;56617.0;13.2;14.0
2015-11-20;64736.0;12.6;8.0
2015-10-13;62256.0;10.5;13.4
2015-12-04;71153.0;8.8;6.2
2015-10-19;64827.0;10.2;12.6
2015-12-07;70348.0;10.4;5.9
2015-10-23;62643.0;12.3;12.0
2015-12-08;71812.0;9.5;5.8
2015-11-01;53377.0;12.3;10.7
2015-12-10;78470.0;4.7;5.6
2015-11-05;63547.0;13.9;10.1
2015-12-12;66085.0;8.0;5.5
2015-11-15;55292.0;12.1;8.7
2015-12-17;69076.0;11.7;5.1
2015-11-16;65760.0;11.8;8.5
2015-12-23;64010.0;10.3;4.8
2015-11-17;65624.0;13.5;8.4
2015-12-24;59513.0;10.5;4.8
2015-11-18;64508.0;13.9;8.2
2015-12-27;57527.0;9.0;4.7
2015-11-19;64727.0;14.0;8.1
2015-12-28;65018.0;8.9;4.7
2015-11-25;76517.0;7.8;7.3
2014-01-06;73424.0;10.2;4.6
2015-11-27;75287.0;4.8;7.0
2014-01-07;72055.0;10.8;4.6
2015-12-03;74777.0;7.5;6.3
2014-01-10;73080.0;6.9;4.7
2015-12-11;75876.0;6.7;5.5
2014-01-17;74993.0;7.7;4.9
2015-12-15;73847.0;9.5;5.2
2014-01-19;66492.0;6.7;5.0
2015-12-16;70477.0;11.5;5.2
2014-01-28;82193.0;4.8;5.4
2015-12-21;66495.0;10.8;4.9
2014-02-04;78457.0;6.5;5.8
2015-12-26;57332.0;9.7;4.7
2014-02-05;80218.0;7.4;5.8
2018-01-01;63260.0;8.3;4.6
2014-02-09;69074.0;6.4;6.0
2018-01-02;71544.0;8.6;4.6
2014-02-11;79158.0;5.9;6.1
2018-01-08;76918.0;7.3;4.7
2014-02-13;79602.0;7.2;6.2
2018-01-10;75256.0;7.6;4.7
2014-02-14;76287.0;8.3;6.3
2018-01-18;76757.0;8.4;4.9
2014-02-22;65749.0;7.1;6.8
2018-01-22;73279.0;10.9;5.1
2014-02-23;61828.0;8.3;6.8
2018-02-12;83123.0;3.1;6.2
2014-03-01;68043.0;5.8;7.2
2018-02-27;94395.0;-3.7;7.1
2014-03-02;65500.0;6.0;7.3
2018-02-28;96478.0;-3.5;7.2
2014-03-03;76072.0;6.2;7.4
2018-03-08;74717.0;7.6;7.8
2014-03-09;55383.0;11.8;7.8
2018-03-16;67813.0;8.7;8.4
2014-03-15;57553.0;10.0;8.3
2018-03-27;71287.0;9.2;9.5
2014-03-18;65426.0;10.5;8.6
2018-04-06;66061.0;12.1;10.7
2014-03-22;59640.0;8.9;9.0
2018-04-11;62659.0;11.4;11.3
2014-03-27;68076.0;6.8;9.5
2018-04-12;62090.0;10.9;11.5
2014-04-13;49176.0;12.9;11.6
2018-04-21;47430.0;19.8;12.7
2014-04-15;58557.0;11.2;11.9
2018-04-22;45033.0;18.8;12.8
2014-04-19;52817.0;9.8;12.4
2018-04-24;52993.0;15.6;13.1
2014-04-21;50692.0;11.8;12.7
2018-04-26;54835.0;12.6;13.3
2014-05-02;54976.0;12.4;14.1
2018-05-05;49024.0;16.4;14.5
2014-05-03;51352.0;11.2;14.2
2018-05-28;53289.0;19.4;17.1
2014-05-08;48869.0;14.2;14.8
2018-05-29;53445.0;18.5;17.2
2014-05-09;52427.0;15.8;14.9
2018-05-31;53842.0;18.5;17.4
2014-05-11;48376.0;13.0;15.2
2018-06-06;54372.0;18.0;18.0
2014-05-14;57592.0;12.4;15.6
2018-06-17;45062.0;18.1;19.1
2014-05-18;45744.0;16.9;16.0
2018-06-18;53092.0;19.1;19.1
2014-05-25;46519.0;14.2;16.8
2018-06-27;55462.0;22.6;19.9
2014-05-28;56541.0;13.8;17.1
2018-07-01;47520.0;25.3;20.2
2014-05-31;47167.0;16.0;17.4
2018-07-06;55484.0;21.6;20.6
2014-06-23;54420.0;20.4;19.6
2018-07-12;55902.0;20.6;20.9
2014-06-30;53388.0;17.1;20.1
2018-07-18;56330.0;22.4;21.1
2014-07-02;54824.0;19.9;20.3
2018-07-25;57269.0;25.2;21.2
2014-07-04;55234.0;21.1;20.4
2018-07-28;47967.0;22.0;21.2
2014-07-09;55172.0;15.7;20.7
2018-08-01;55064.0;23.8;21.2
2014-07-14;45445.0;18.8;21.0
2018-08-13;47903.0;20.4;20.6
2014-08-08;49817.0;20.6;20.9
2018-08-17;49007.0;19.9;20.3
2014-08-18;48646.0;17.2;20.2
2018-09-03;52945.0;18.7;18.5
2014-08-20;49676.0;15.8;20.0
2018-09-08;47575.0;17.9;17.9
2014-08-24;43637.0;16.2;19.6
2018-09-14;53864.0;17.7;17.2
2014-08-25;52734.0;17.1;19.5
2018-09-15;47893.0;17.3;17.0
2014-08-27;53809.0;19.1;19.3
2018-09-16;45054.0;18.3;16.9
2014-09-02;54305.0;18.4;18.6
2018-09-24;53536.0;13.7;15.9
2014-09-10;55220.0;18.7;17.7
2018-09-28;53766.0;16.9;15.3
2014-09-18;55129.0;20.6;16.6
2018-09-30;46654.0;13.8;15.1
2014-09-20;48563.0;19.7;16.4
2018-10-06;48574.0;16.4;14.3
2014-09-22;53330.0;15.4;16.1
2018-10-08;55664.0;13.5;14.0
2014-09-27;48111.0;16.9;15.5
2018-10-09;55645.0;15.2;13.9
2014-09-28;45543.0;17.8;15.3
2018-10-14;46752.0;18.5;13.2
2014-10-01;55224.0;17.5;15.0
2018-11-01;59986.0;10.3;10.7
2014-10-02;54439.0;17.4;14.8
2018-11-02;64293.0;8.8;10.6
2014-10-10;56017.0;15.4;13.8
2018-11-05;65512.0;12.9;10.1
2014-10-15;58421.0;14.8;13.1
2018-11-13;65104.0;11.9;8.9
2014-10-26;50285.0;13.2;11.6
2018-11-15;66483.0;10.7;8.7
2014-11-06;69931.0;8.0;10.0
2018-11-19;79047.0;3.6;8.1
2014-11-08;59314.0;10.3;9.7
2018-11-26;77459.0;6.1;7.2
2014-11-29;60735.0;10.8;6.8
2018-11-27;76834.0;7.0;7.0
2014-11-30;61095.0;8.3;6.7
2018-12-02;59949.0;11.9;6.4
2014-12-01;75679.0;6.3;6.5
2018-12-07;68437.0;10.4;5.9
2014-12-02;78138.0;5.2;6.4
2018-12-15;78095.0;2.2;5.2
2014-12-04;79192.0;4.6;6.2
2018-12-20;74600.0;7.7;4.9
2014-12-07;70345.0;5.0;5.9
2018-12-22;61138.0;11.3;4.8
2014-12-22;71486.0;7.1;4.8
2018-12-23;58591.0;11.2;4.8
2014-12-24;66656.0;7.4;4.8
2018-12-25;62768.0;5.0;4.7
2014-12-26;70459.0;4.7;4.7
2018-12-27;75898.0;2.0;4.7
2019-01-02;76086.0;5.6;4.6
2019-01-04;81730.0;2.4;4.6
2019-01-05;76174.0;3.2;4.6
2019-01-08;80584.0;6.5;4.7
2019-01-11;83786.0;3.4;4.7
2019-01-13;68332.0;8.6;4.8
2019-01-25;84635.0;3.7;5.2
2019-01-27;73450.0;6.2;5.3
2019-01-31;85534.0;3.1;5.5
2019-02-02;76052.0;4.2;5.6
2019-02-08;77039.0;7.7;6.0
2019-02-09;67123.0;8.9;6.0
2019-02-10;68733.0;8.3;6.1
2019-02-11;77945.0;6.2;6.1
2019-02-19;71797.0;7.4;6.6
2019-02-27;67639.0;11.2;7.1
2019-03-01;65296.0;10.1;7.2
2019-03-07;68601.0;9.9;7.7
2019-03-08;68464.0;8.9;7.8
2019-03-15;67274.0;11.4;8.3
2019-03-16;58062.0;11.4;8.4
2019-03-17;61231.0;8.6;8.5
2019-03-20;69960.0;8.2;8.8
2019-03-31;50878.0;12.2;10.0
2019-04-04;69731.0;6.3;10.5
2019-04-05;68757.0;8.4;10.6
2019-04-11;64542.0;9.7;11.3
2019-04-12;65734.0;8.6;11.5
2019-04-13;58169.0;7.7;11.6
2019-04-15;65943.0;10.0;11.9
2019-04-19;54593.0;17.0;12.4
2019-04-24;55872.0;13.4;13.1
2019-04-29;59166.0;11.0;13.7
2019-05-04;55239.0;9.0;14.3
2019-05-06;62244.0;9.0;14.6
2019-05-11;51709.0;12.9;15.2
2019-05-12;49216.0;12.0;15.3
2019-05-22;54195.0;16.1;16.4
2019-05-26;45258.0;16.2;16.9
2019-05-29;54457.0;14.4;17.2
2019-05-31;49623.0;18.7;17.4
2019-06-03;52614.0;19.2;17.7
2019-06-05;54076.0;15.6;17.9
2019-06-14;53818.0;17.6;18.8
2019-06-15;47907.0;17.1;18.9
2019-06-17;53284.0;20.2;19.1
2019-06-20;53441.0;18.3;19.3
2019-06-21;53430.0;17.9;19.4
2019-06-22;47461.0;19.2;19.5
2019-06-30;48288.0;24.2;20.1
2019-07-07;47620.0;22.4;20.6
2019-07-09;53904.0;20.4;20.7
2019-07-14;45123.0;20.4;21.0
2019-07-22;56320.0;25.0;21.2
2019-08-06;50181.0;21.8;21.0
2019-08-08;50246.0;23.3;20.9
2019-08-14;47612.0;19.0;20.5
2019-08-15;43235.0;19.9;20.4
2019-08-16;46436.0;19.7;20.4
2019-08-20;49854.0;17.9;20.0
2019-08-31;48829.0;22.4;18.9
2019-09-01;45257.0;19.1;18.8
2019-09-02;52612.0;18.0;18.6
2019-09-03;53357.0;18.4;18.5
2019-09-09;52631.0;14.1;17.8
2019-09-12;53375.0;19.4;17.4
2019-09-20;52862.0;17.9;16.4
2019-09-21;47485.0;19.8;16.3
2019-09-25;53918.0;16.6;15.7
2019-10-01;54176.0;17.2;15.0
2019-10-10;56001.0;14.2;13.8
2019-10-21;58767.0;12.4;12.3
2019-10-26;50636.0;14.9;11.6
2019-10-31;60886.0;12.3;10.8
2019-11-05;66291.0;10.1;10.1
2019-11-06;67389.0;9.9;10.0
2019-11-13;75351.0;6.4;8.9
2019-11-22;72868.0;8.6;7.7
2019-11-27;69306.0;11.4;7.0
2019-12-01;66564.0;6.2;6.5
2019-12-17;68202.0;11.6;5.1
2019-12-19;66375.0;12.2;5.0
2019-12-25;57358.0;8.4;4.7
2019-12-27;64077.0;9.2;4.7
2019-12-28;63205.0;7.0;4.7
2019-12-29;66762.0;3.3;4.6
2019-12-31;72868.0;3.0;4.6
2021-01-03;75092.0;2.3;4.6
2021-01-10;80494.0;0.7;4.7
2021-01-12;85480.0;5.0;4.7
2021-01-13;79192.0;7.5;4.8
2021-01-14;77778.0;7.8;4.8
2021-01-15;80368.0;4.0;4.8
2021-01-22;74088.0;6.9;5.1
2021-01-26;84472.0;2.6;5.3
2021-01-28;72951.0;10.8;5.4
2021-02-07;68959.0;5.3;5.9
2021-02-10;84414.0;1.6;6.1
2021-02-18;70952.0;9.1;6.5
2021-02-20;58742.0;12.0;6.7
2021-02-21;58140.0;12.0;6.7
2021-02-27;60820.0;7.4;7.1
2021-03-02;68259.0;9.6;7.3
2021-03-07;63594.0;5.7;7.7
2021-03-16;68961.0;8.3;8.4
2021-03-18;70636.0;6.0;8.6
2021-03-25;63499.0;9.8;9.3
2021-03-26;62838.0;9.8;9.4
2021-04-01;54219.0;16.0;10.1
2021-04-03;52427.0;9.3;10.3
2021-04-08;69268.0;7.4;11.0
2021-04-11;57723.0;8.2;11.3
2021-04-17;57886.0;8.2;12.1
2021-04-24;47511.0;14.8;13.1
2021-04-25;46665.0;13.6;13.2
2021-04-27;54944.0;12.9;13.4
2021-04-30;57294.0;10.3;13.8
2021-05-16;48610.0;13.1;15.8
2021-05-20;55584.0;13.4;16.2
2021-05-28;52227.0;16.9;17.1
2021-05-31;50741.0;18.9;17.4
2021-06-05;46334.0;16.6;17.9
2021-06-06;44185.0;17.5;18.0
2021-06-07;51912.0;18.5;18.1
2021-06-09;53220.0;20.4;18.3
2021-06-12;47342.0;21.2;18.6
2021-07-05;53205.0;19.8;20.5
2021-07-08;53458.0;18.2;20.7
2021-07-11;44629.0;19.5;20.9
2021-07-13;53449.0;17.0;20.9
2021-07-15;52808.0;19.0;21.0
2021-07-31;46110.0;18.3;21.2
2021-08-01;43345.0;17.9;21.2
2021-08-09;47298.0;18.6;20.8
2021-08-14;46836.0;23.8;20.5
2021-08-18;49443.0;18.1;20.2
2021-08-21;46322.0;20.5;19.9
2021-08-24;51224.0;19.2;19.6
2021-08-27;51617.0;18.1;19.3
2021-08-28;46268.0;17.5;19.2
2021-09-04;47694.0;20.7;18.4
2021-09-07;54527.0;23.1;18.0
2021-09-13;52906.0;20.2;17.3
2021-09-18;47566.0;17.7;16.6
2021-09-19;45467.0;16.5;16.5
2021-09-25;47586.0;17.9;15.7
2021-10-01;54125.0;14.0;15.0
2021-10-03;48303.0;16.0;14.7
2021-10-07;56202.0;13.0;14.2
2021-10-09;49789.0;13.0;13.9
2021-10-13;58478.0;11.4;13.4
2021-10-14;60695.0;10.3;13.2
2021-10-15;60551.0;11.2;13.1
2021-10-23;53422.0;9.9;12.0
2021-10-24;52760.0;9.7;11.9
2021-10-27;60693.0;11.2;11.4
2021-10-30;53743.0;13.5;11.0
2021-11-06;62189.0;6.7;10.0
2021-11-12;65745.0;8.4;9.1
2021-11-15;70683.0;8.4;8.7
2021-11-27;72255.0;4.3;7.0
2021-12-09;81243.0;4.7;5.7
2021-12-11;72341.0;5.5;5.5
2021-12-14;77952.0;5.5;5.3
2021-12-19;71407.0;3.9;5.0
2021-12-30;59279.0;12.9;4.6
2017-01-10;83352.0;5.4;4.7
2017-01-16;86374.0;2.8;4.9
2017-01-17;92159.0;-0.8;4.9
2017-01-22;81466.0;0.8;5.1
2017-02-05;68371.0;6.9;5.8
2017-02-15;70932.0;10.4;6.4
2017-02-23;70334.0;9.4;6.8
2017-03-02;70814.0;8.9;7.3
2017-03-03;69007.0;10.2;7.4
2017-03-05;65560.0;7.3;7.5
2017-03-06;74472.0;8.0;7.6
2017-03-07;74754.0;7.7;7.7
2017-03-08;71740.0;9.7;7.8
2017-03-10;66010.0;11.1;7.9
2017-03-16;64174.0;11.7;8.4
2017-03-17;61630.0;10.6;8.5
2017-03-19;55623.0;11.9;8.7
2017-03-20;64542.0;11.5;8.8
2017-04-03;59696.0;12.5;10.3
2017-04-05;59124.0;11.7;10.6
2017-04-11;56216.0;11.9;11.3
2017-04-16;49896.0;11.6;12.0
2017-04-27;65392.0;6.7;13.4
2017-05-01;52205.0;10.2;14.0
2017-05-02;60464.0;11.0;14.1
2017-05-08;51321.0;11.8;14.8
2017-05-10;56474.0;14.2;15.1
2017-05-12;55456.0;15.4;15.3
2017-05-15;53860.0;17.8;15.7
2017-05-17;54184.0;20.1;15.9
2017-05-21;45799.0;15.7;16.3
2017-05-30;54510.0;19.3;17.3
2017-06-14;56151.0;22.8;18.8
2017-06-16;55397.0;20.3;19.0
2017-06-20;58361.0;26.5;19.3
2017-06-26;55540.0;21.6;19.8
2017-07-02;46124.0;17.3;20.3
2017-07-05;56607.0;24.1;20.5
2017-07-08;50363.0;24.1;20.7
2017-07-10;55008.0;19.9;20.8
2017-07-16;47461.0;22.4;21.1
2017-07-21;54500.0;19.7;21.2
2017-07-29;47436.0;22.3;21.2
2017-08-07;49105.0;20.3;20.9
2017-08-16;49087.0;20.6;20.4
2017-08-20;44166.0;17.8;20.0
2017-08-23;52763.0;21.7;19.8
2017-08-25;53455.0;21.6;19.5
2017-08-28;55583.0;24.5;19.2
2017-09-02;47225.0;15.7;18.6
2017-09-08;54339.0;16.9;17.9
2017-09-10;45189.0;14.7;17.7
2017-09-11;53819.0;15.6;17.5
2017-09-14;55876.0;14.7;17.2
2017-09-16;49978.0;11.9;16.9
2017-09-18;56497.0;12.4;16.6
2017-09-19;57326.0;12.8;16.5
2017-09-20;57462.0;13.1;16.4
2017-09-21;56025.0;14.2;16.3
2017-09-28;55068.0;17.6;15.3
2017-10-04;56163.0;13.7;14.6
2017-10-06;56564.0;12.6;14.3
2017-10-16;55955.0;17.9;13.0
2017-10-19;56628.0;16.1;12.6
2017-10-20;56033.0;14.8;12.4
2017-10-23;61058.0;12.4;12.0
2017-10-26;58479.0;14.4;11.6
2017-10-28;53349.0;10.6;11.3
2017-10-29;53054.0;11.5;11.1
2017-11-02;64255.0;11.7;10.6
2017-11-05;58652.0;8.9;10.1
2017-11-11;60509.0;10.9;9.2
2017-12-01;83523.0;2.2;6.5
2017-12-07;81955.0;5.3;5.9
2017-12-10;72198.0;6.0;5.6
2017-12-12;82794.0;4.0;5.5
2017-12-20;81022.0;5.0;4.9
2017-12-21;77313.0;7.5;4.9
2017-12-24;63787.0;6.9;4.8
2018-01-03;72638.0;10.9;4.6
2018-01-06;65492.0;7.6;4.6
2018-01-09;76684.0;6.8;4.7
2018-01-13;72192.0;4.4;4.8
2018-01-15;79211.0;6.9;4.8
2018-01-16;77001.0;9.4;4.9
2018-01-26;74183.0;6.9;5.3
2018-01-29;74711.0;8.5;5.4
2018-01-30;74257.0;8.3;5.5
2018-02-02;79838.0;3.9;5.6
2018-02-08;87602.0;1.0;6.0
2018-02-09;87518.0;1.2;6.0
2018-02-10;77173.0;3.0;6.1
2018-02-19;78817.0;5.1;6.6
2018-02-20;78571.0;6.0;6.7
2018-02-26;92061.0;-1.4;7.0
2018-03-01;91156.0;1.9;7.2
2018-03-07;75193.0;6.8;7.7
2018-03-10;60686.0;12.7;7.9
2018-03-13;69339.0;8.9;8.2
2018-03-18;69857.0;3.2;8.6
2018-03-20;81222.0;3.4;8.8
2018-04-02;58607.0;10.8;10.2
2018-04-04;64558.0;11.5;10.5
2018-04-07;53855.0;14.2;10.8
2018-04-09;60034.0;12.3;11.1
2018-04-17;57721.0;14.7;12.1
2018-05-02;59059.0;11.0;14.1
2018-05-09;50470.0;15.8;14.9
2018-05-11;50070.0;14.9;15.2
2018-05-12;48193.0;14.2;15.3
2018-05-13;48303.0;10.3;15.4
2018-05-18;54048.0;14.7;16.0
2018-05-24;53726.0;18.4;16.7
2018-05-26;48113.0;20.4;16.9
2018-05-27;45327.0;20.4;17.0
2018-05-30;54081.0;18.9;17.3
2018-06-03;44775.0;19.8;17.7
2018-06-04;53303.0;19.3;17.8
2018-06-05;53980.0;18.4;17.9
2018-06-07;53688.0;18.9;18.1
2018-06-08;53752.0;20.1;18.2
2018-06-11;53694.0;18.6;18.5
2018-06-13;53386.0;16.3;18.7
2018-06-16;48147.0;18.4;19.0
2018-06-19;54348.0;20.6;19.2
2018-06-23;46871.0;18.1;19.6
2018-06-26;54839.0;21.9;19.8
2018-06-28;54901.0;22.4;20.0
2018-07-02;56310.0;23.6;20.3
2018-07-07;49346.0;23.6;20.6
2018-07-22;46166.0;21.5;21.2
2018-07-23;55170.0;23.4;21.2
2018-07-26;57800.0;26.3;21.2
2018-07-30;53980.0;23.7;21.2
2018-07-31;55120.0;23.9;21.2
2018-08-09;49805.0;18.9;20.8
2018-08-14;48520.0;20.4;20.5
2018-08-21;52730.0;23.1;19.9
2018-08-25;45853.0;16.3;19.5
2018-08-28;53998.0;20.9;19.2
2018-09-17;53658.0;20.4;16.8
2018-09-19;54782.0;20.8;16.5
2018-09-22;47702.0;16.6;16.1
2018-10-15;54645.0;17.4;13.1
2018-10-25;58881.0;12.9;11.7
2018-10-27;57648.0;7.7;11.4
2018-11-06;65750.0;12.4;10.0
2018-11-09;64826.0;11.1;9.5
2018-11-10;57875.0;12.3;9.4
2018-11-16;66445.0;9.4;8.5
2018-11-28;74070.0;8.9;6.9
2018-12-01;64076.0;8.7;6.5
2018-12-09;62960.0;10.3;5.7
2018-12-10;73996.0;8.1;5.6
2018-12-12;80860.0;3.2;5.5
2018-12-17;77890.0;7.0;5.1
2018-12-19;75813.0;8.1;5.0
2018-12-21;70843.0;10.5;4.9
2016-01-06;77120.0;7.0;4.6
2016-01-07;76488.0;8.2;4.6
2016-01-13;80915.0;5.1;4.8
2016-01-17;75583.0;2.3;4.9
2016-01-29;73759.0;7.7;5.4
2016-01-30;67500.0;8.2;5.5
2016-01-31;62695.0;10.7;5.5
2016-02-04;76891.0;7.0;5.8
2016-02-08;74131.0;9.5;6.0
2016-02-09;77514.0;8.0;6.0
2016-02-16;80994.0;3.0;6.4
2016-02-25;75669.0;5.5;7.0
2016-02-28;70292.0;5.0;7.2
2016-03-11;75222.0;6.8;8.0
2016-03-21;69516.0;8.1;8.9
2016-04-06;62929.0;11.0;10.7
2016-04-11;60853.0;12.1;11.3
2016-04-24;56540.0;7.5;13.1
2016-05-01;54933.0;8.9;14.0
2016-05-04;58759.0;12.9;14.3
2016-05-07;46742.0;17.2;14.7
2016-05-08;45444.0;17.5;14.8
2016-05-18;55142.0;13.6;16.0
2016-05-25;54747.0;14.7;16.8
2016-05-30;54606.0;14.9;17.3
2016-06-01;56176.0;14.8;17.5
2016-06-02;56416.0;14.5;17.6
2016-06-08;53572.0;19.6;18.2
2016-06-12;45127.0;17.3;18.6
2016-06-13;53434.0;16.9;18.7
2016-06-14;52823.0;16.0;18.8
2016-06-16;54075.0;15.3;19.0
2016-06-27;53827.0;18.2;19.9
2016-06-29;54797.0;19.0;20.1
2016-07-09;49379.0;22.5;20.7
2016-07-10;47435.0;23.3;20.8
2016-07-18;55417.0;24.6;21.1
2016-07-19;57309.0;26.5;21.1
2016-07-20;56864.0;24.0;21.2
2016-07-29;53420.0;21.4;21.2
2016-07-30;47264.0;20.8;21.2
2016-07-31;44382.0;20.1;21.2
2019-01-07;82240.0;5.2;4.6
2016-08-04;51153.0;19.2;21.1
2019-01-16;81308.0;4.8;4.9
2016-08-07;44287.0;21.6;20.9
2019-01-19;76058.0;2.2;5.0
2016-08-13;45196.0;21.7;20.6
2019-01-30;86187.0;3.0;5.5
2016-08-21;43914.0;18.3;19.9
2019-02-24;59414.0;8.8;6.9
2016-08-23;53661.0;23.9;19.8
2019-02-26;68787.0;10.5;7.0
2016-08-24;55028.0;24.9;19.6
2019-03-10;58895.0;11.5;7.9
2016-09-03;49177.0;21.8;18.5
2019-04-06;59858.0;9.6;10.7
2016-09-05;54701.0;20.3;18.3
2019-04-16;62789.0;11.6;12.0
2016-09-07;55807.0;22.1;18.0
2019-04-18;57456.0;15.8;12.3
2016-09-24;47812.0;17.6;15.9
2019-04-20;48076.0;16.8;12.5
2016-09-30;54004.0;16.4;15.1
2019-05-01;48986.0;13.0;14.0
2016-10-01;49202.0;15.3;15.0
2019-05-03;57416.0;11.7;14.2
2016-10-03;54133.0;13.3;14.7
2019-05-07;60743.0;11.5;14.7
2016-10-08;51959.0;12.2;14.0
2019-05-13;55995.0;13.0;15.4
2016-10-14;64160.0;11.6;13.2
2019-05-25;47622.0;16.4;16.8
2016-10-17;59978.0;13.9;12.8
2019-05-30;47052.0;16.7;17.3
2016-10-18;60985.0;12.4;12.7
2019-06-09;44632.0;16.0;18.3
2016-10-30;52780.0;11.3;11.0
2019-06-11;54454.0;12.9;18.5
2016-11-05;60957.0;9.9;10.1
2019-06-13;53870.0;15.9;18.7
2016-11-06;62858.0;6.5;10.0
2019-06-16;45249.0;17.8;19.0
2016-11-07;76138.0;4.9;9.8
2019-06-19;54569.0;20.7;19.2
2016-11-10;71938.0;9.2;9.4
2019-06-26;58325.0;26.7;19.8
2016-11-16;71671.0;10.1;8.5
